id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
1608	I wonder if I shall fall right through the earth! How funny it'll seem to come out among the people that walk with their heads downward! The Antipathies, I think.				Antipathies	homophonic	['Antipodes', 'opposites', 'reverse', 'contrary']	['hostility', 'dislike', 'aversion', 'animosity']	Antipathies	['Antipodes', 'opposés', 'inverse', 'contraire']	['hostilité', 'détestation', 'aversion', 'animosité']	Antipathies	['Antipodes', 'opposites', 'inverse', 'contrary']	['hostility', 'detestation', 'aversion', 'animosity']
1609	I wondered why my geometry class was always tired. They were all out of shape.				out of shape	homographic	['unfit', 'unhealthy', 'exhausted', 'weak']	['non-geometric', 'deformed', 'irregular', 'lacking form']	pas en forme	['en mauvaise condition physique', 'en mauvaise santé', 'épuisé', 'faible']	['non géométrique', 'déformé', 'irrégulier', 'sans forme']	not in shape	['in poor physical condition', 'in poor health', 'exhausted', 'weak']	['non-geometric', 'deformed', 'irregular', 'formless']
1610	I wondered why the baseball was getting bigger. Then it hit me.				hit	homographic	['struck', 'collided', 'impacted', 'smacked']	['realized', 'occurred to', 'dawned on', 'understood']	frapper	['frappé', 'entré en collision', 'impacté', 'percuté']	"['réalisé', ""venu à l'esprit"", 'apparu', 'compris']"	strike	['hit', 'collided', 'impacted', 'struck']	['realized', 'came to mind', 'occurred', 'understood']
1611	I would strongly advise you, Mr. Worthing, to try and acquire some relations as soon as possible, and to make a definite effort to produce at any rate one parent, of either sex, before the season is quite over.				produce	homographic	['bring forth', 'show', 'present', 'identify']	['procreate', 'reproduce', 'beget', 'generate']	produire	['présenter', 'montrer', 'exhiber', 'identifier']	['procréer', 'reproduire', 'engendrer', 'générer']	produce	['present', 'show', 'exhibit', 'identify']	['procreate', 'reproduce', 'engender', 'generate']
1612	I wouldn't marry you if you were the only woman on earth, he said evenly.				evenly	homographic	['calmly', 'composedly', 'steadily', 'unemotionally']	['equally', 'proportionately', 'uniformly']	également	['calmement', 'posément', 'régulièrement', 'froidement']	['équitablement', 'proportionnellement', 'uniformément']	equally	['calmly', 'steadily', 'regularly', 'coldly']	['fairly', 'proportionally', 'uniformly']
1613	I wrote a novel about a fellow who had a small garden. It didn't have much of a plot.				plot	homographic	['storyline', 'narrative', 'scenario', 'action']	['patch', 'tract', 'lot', 'allotment']	intrigue	['scénario', 'récit', 'scénario', 'action']	['parcelle', 'terrain', 'lot', 'concession']	plot	['storyline', 'narrative', 'script', 'action']	['parcel', 'land', 'lot', 'concession']
1614	I yam always very happy to eat sweet potatoes.				yam	homophonic	"['I am', ""I'm"", 'self-reference']"	['sweet potato', 'tuber', 'root vegetable']	igname	['je suis', 'moi', 'auto-référence']	['patate douce', 'tubercule', 'légume-racine']	yam	['I am', 'me', 'self-reference']	['sweet potato', 'tuber', 'root vegetable']
1615	I'd like some Chinese food, he said wantonly.				wantonly	homophonic	['recklessly', 'maliciously', 'unrestrainedly', 'shamelessly']	['wontonly', 'wonton-like', 'dumpling-related', 'appertaining to wontons']	gratuitement	['témérairement', 'malicieusement', 'sans retenue', 'honteusement']	['façon wonton', 'semblable à un wonton', 'lié aux raviolis chinois', 'relatif aux wontons']	gratuitously	['recklessly', 'maliciously', 'without restraint', 'shamefully']	['wonton-style', 'wonton-like', 'related to Chinese dumplings', 'pertaining to wontons']
1616	I'd like to be a Chinese laborer, he said coolly.				coolly	homophonic	['calmly', 'unemotionally', 'indifferently']	['coolie', 'laborer', 'unskilled worker', 'drudge']	froidement	['calmement', 'sans émotion', 'avec indifférence']	['coolie', 'travailleur', 'ouvrier non qualifié', 'bête de somme']	coldly	['calmly', 'emotionlessly', 'with indifference']	['coolie', 'worker', 'unskilled laborer', 'beast of burden']
1617	I'd really be tempted to take these trousers out back and set them on fire, but I've never been one for burning my britches.				britches	homophonic	['trousers', 'pants', 'slacks', 'breeches']	['bridges', 'overpasses', 'burning bridges', 'severing ties']	culottes	['pantalons', 'froc', 'pantalons larges', 'braies']	['ponts', 'autoponts', 'couper les ponts', 'rompre les liens']	pants	['trousers', 'britches', 'loose pants', 'breeches']	['bridges', 'flyovers', 'to burn bridges', 'to break ties']
1618	I'd really like to know whether her collapse was due to a serious illness or whether it was one of her usual feints.				feints	homophonic	['faints', 'passing out', 'blacking out', 'loss of consciousness']	['shams', 'ruses', 'bluffs', 'deceptive movements']	feintes	['évanouissements', 'syncope', 'perte de connaissance', 'malaise']	['simulations', 'ruses', 'bluff', 'mouvements trompeurs']	feints	['fainting', 'syncope', 'loss of consciousness', 'dizziness']	['simulations', 'tricks', 'bluff', 'deceptive movements']
1619	I'd tell you a joke about a cow but I always butcher it.				butcher	homographic	['ruin', 'botch', 'mess up', 'spoil', 'bungle']	['slaughter', 'carve', 'process meat', 'cut up']	boucher	['gâcher', 'saboter', 'bousiller', 'gâter', 'rater']	['abattre', 'découper', 'préparer la viande', 'dépecer']	butcher	['botch', 'sabotage', 'screw up', 'spoil', 'miss']	['slaughter', 'cut up', 'prepare meat', 'carve']
1620	I'll clean the chimney, he said, fluently				fluently	homophonic	['articulately', 'eloquently', 'smoothly', 'effortlessly']	['flue-ently', 'chimney-like', 'related to a flue', 'via a chimney vent']	couramment	['distinctement', 'éloquemment', 'avec fluidité', 'sans effort']	"['en conduit', 'comme une cheminée', 'relatif à un conduit', ""via l'évacuation d'une cheminée""]"	fluently/duct-like	['distinctly', 'eloquently', 'fluidly', 'effortlessly']	['in a duct', 'like a chimney', 'relating to a conduit', 'via a chimney flue']
1621	I'll corroborate that again, he reproved.				reproved	homographic	['rebuked', 'scolded', 'admonished', 'chided']	['tested again', 'verified again', 'demonstrated again', 're-established']	réprouvé	['réprimandé', 'grondé', 'admonesté', 'blâmé']	['testé à nouveau', 'revérifié', 'démontré à nouveau', 'rétabli']	reproved	['reprimanded', 'scolded', 'admonished', 'blamed']	['tested again', 're-verified', 'demonstrated again', 're-established']
1622	I'll eat till I burst, he agreed.				agreed	homophonic	['concurred', 'consented', 'harmonized', 'yielded']	['a greed', 'avarice', 'gluttony', 'insatiable hunger']	accordé	['convenu', 'consenti', 'harmonisé', 'cédé']	['un désir insatiable', 'avarice', 'gloutonnerie', 'faim insatiable']	accorded	['agreed', 'consented', 'harmonized', 'conceded']	['an insatiable desire', 'greed', 'gluttony', 'insatiable hunger']
1623	I'll glue the sheets of wood back together, he replied.				replied	homophonic	['answered', 'responded', 'retorted']	['re-plied', 're-layered', 'laminated again']	répondu	['répondu', 'rétorqué', 'répliqué']	['replié', 'stratifié à nouveau', 'soumis à un nouveau pliage']	replied	['answered', 'retorted', 'replied']	['refolded', 're-layered', 'subjected to a new fold']
1624	I'll never forget that rainstorm near Los Angeles and how the rain came down in Torrance.				Torrance	homophonic	['torrential', 'torrents', 'downpour', 'deluge', 'heavy rain']	['Torrance', 'California city', 'Los Angeles County', 'South Bay']	Torrance	['torrentiel', 'torrents', 'averse', 'déluge', 'pluie battante']	['Torrance', 'ville de Californie', 'comté de Los Angeles', 'South Bay']	Torrance	['torrential', 'torrents', 'downpour', 'deluge', 'heavy rain']	['Torrance', 'city in California', 'Los Angeles County', 'South Bay']
1625	I'll never give up my hounds! he said doggedly.				doggedly	homographic	['persistently', 'tenaciously', 'stubbornly', 'resolutely']	['canine-like', 'dog-related', 'houndishly']	opiniâtrement	['persévéramment', 'tenacement', 'obstinément', 'résolument']	['caninement', 'lié au chien', 'comme un limier']	stubbornly	['persistently', 'tenaciously', 'obstinately', 'resolutely']	['caninely', 'related to dogs', 'like a bloodhound']
1626	I'll take that, he said appropriately.				appropriately	homographic	['suitably', 'fittingly', 'properly', 'correctly']	['by seizing', 'by taking possession', 'by misappropriating', 'by expropriating']	appropriément	['convenablement', 'adéquatement', 'correctement', 'proprement']	['par saisie', 'par prise de possession', 'par détournement', 'par expropriation']	appropriately	['suitably', 'adequately', 'correctly', 'properly']	['by seizure', 'by taking possession', 'by embezzlement', 'by expropriation']
1627	I'll take the girl to the dance, he promised.				promised	homographic	['guaranteed', 'pledged', 'vowed', 'assured']	['engaged', 'betrothed', 'committed', 'contracted']	promis	['garanti', 'juré', 'voué', 'assuré']	['fiancé', 'engagé', 'engagé', 'contracté']	promised	['guaranteed', 'sworn', 'vowed', 'assured']	['fiancé', 'engaged', 'committed', 'contracted']
1628	I'll tempt Adam tonight, she said evilly.				evilly	homophonic	['wickedly', 'maliciously', 'sinfully']	['Eve-ly', 'pertaining to Eve', 'characteristically of Eve']	méchamment	['méchamment', 'malicieusement', 'pécherreusement']	"[""à la manière d'Ève"", 'relatif à Ève', ""caractéristique d'Ève""]"	wickedly	['wickedly', 'maliciously', 'sinfully']	['in the manner of Eve', 'relating to Eve', 'characteristic of Eve']
1629	I'm Redd White, CEO of Bluecorp. You know, Corporate Expansion Official?				CEO	homographic	['Chief Executive Officer', 'top executive', 'business leader', 'managing director']	['Corporate Expansion Official', 'company growth officer', 'strategic developer']	PDG	"['Président-directeur général', 'cadre supérieur', ""chef d'entreprise"", 'directeur général']"	"[""Responsable de l'expansion de l'entreprise"", 'officier de croissance de la société', 'développeur stratégique']"	CEO	['Chairman and Chief Executive Officer', 'senior executive', 'business leader', 'general manager']	['Person responsible for company expansion', 'company growth officer', 'strategic developer']
1630	I'm a Soviet agent in England, he said bluntly.				bluntly	homographic	['candidly', 'frankly', 'direct', 'straightforwardly']	['like Anthony Blunt', 'Blunt-esque', 'Soviet spy reference']	franchement	['candidement', 'franchement', 'direct', 'sans détour']	"['comme Anthony Blunt', 'à la manière de Blunt', ""référence à l'espion soviétique""]"	bluntly	['candidly', 'frankly', 'direct', 'straightforwardly']	['like Anthony Blunt', 'in the style of Blunt', 'reference to the Soviet spy']
1631	I'm a ditch digger, he said, trenchantly				trenchantly	homographic	['sharply', 'incisively', 'vigorously', 'forcefully']	['in the manner of a trench', 'related to ditch digging', 'excavated']	tranchant	['vivement', 'incisivement', 'vigoureusement', 'avec force']	"[""à la manière d'une tranchée"", 'lié au creusement de fossés', 'excavé']"	sharp	['sharply', 'incisively', 'vigorously', 'forcefully']	['in the manner of a trench', 'related to the digging of ditches', 'excavated']
1632	I'm a great opera singer, he said, being callous.				callous	homophonic	['Maria Callas', 'opera singer', 'soprano']	['callous', 'insensitive', 'heartless', 'cruel', 'unfeeling']	calleux	"['Maria Callas', ""chanteuse d'opéra"", 'soprano']"	['calleux', 'insensible', 'sans cœur', 'cruel', 'insensible']	callous	['Maria Callas', 'opera singer', 'soprano']	['callous', 'unfeeling', 'heartless', 'cruel', 'insensitive']
1633	I'm a lion hunter, he said, pridefully				pridefully	homographic	['arrogantly', 'haughtily', 'boastfully', 'with self-importance']	['relating to a pride of lions', 'pertaining to a pack of lions', 'group-oriented behavior of big cats']	fièrement	['arrogamment', 'hautainement', 'vaniteusement', 'avec suffisance']	['relatif à une troupe de lions', 'concernant une meute de lions', 'comportement social des grands félins']	proudly	['arrogantly', 'haughtily', 'vainly', 'with self-importance']	['relating to a pride of lions', 'concerning a pack of lions', 'social behavior of big cats']
1634	I'm a mathematician, he added summarily.				added	homographic	['stated', 'remarked', 'continued', 'replied']	['calculated', 'summed', 'tallied', 'computed']	ajouté	['déclaré', 'remarqué', 'continué', 'répondu']	['calculé', 'additionné', 'compté', 'chiffré']	added	['declared', 'remarked', 'continued', 'replied']	['calculated', 'summed', 'counted', 'quantified']
1635	I'm a sap for tree jokes.				sap	homographic	['fool', 'simpleton', 'dupe', 'sentimental person']	['plant fluid', 'tree juice', 'xylem', 'botanical liquid']	sève	['imbécile', 'nigaud', 'dupe', 'personne sentimentale']	"['liquide végétal', ""jus d'arbre"", 'xylème', 'liquide botanique']"	sap	['fool', 'simpleton', 'dupe', 'sentimental person']	['plant liquid', 'tree juice', 'xylem', 'botanical fluid']
1636	I'm a very passionate fellow. Can you tell by the fire in my eyes?!				fire	homographic	['passion', 'intensity', 'fervor', 'enthusiasm', 'zeal']	['flame', 'combustion', 'blaze', 'burning', 'glow']	feu	['passion', 'intensité', 'ferveur', 'enthousiasme', 'zèle']	['flamme', 'combustion', 'brasier', 'incendie', 'lueur']	fire	['passion', 'intensity', 'fervor', 'enthusiasm', 'zeal']	['flame', 'combustion', 'blaze', 'fire', 'glow']
1637	I'm afraid that the Cough-up Queen has been dethroned.				dethroned	homophonic	['deposed', 'removed from power', 'uncrowned', 'toppled']	['the throat', 'de-throned', 'clearing the throat', 'expelling from the throat']	détrôné	['déposé', 'destitué', 'déchu', 'renversé']	['la gorge', 'dé-trôné', 'se racler la gorge', 'expulser de la gorge']	dethroned	['deposed', 'dismissed', 'fallen', 'overthrown']	['the throat', 'de-throned', 'clearing the throat', 'expelling from the throat']
1638	I'm always exhausted by Friday, he said weakly.				weakly	homophonic	['faintly', 'feebly', 'fragilely', 'softly']	['weekly', 'periodically', 'every seven days', 'habitually']	faiblement	['faiblement', 'chétivement', 'fragilement', 'doucement']	['hebdomadairement', 'périodiquement', 'tous les sept jours', 'habituellement']	weakly	['weakly', 'poorly', 'fragilely', 'gently']	['weekly', 'periodically', 'every seven days', 'habitually']
